long	string	int[]	long	int	int	int[]	int[]	int	int	int	int
67439		3	41026	5	90002	30000	1+0	6000		1409	
67440		3	41027	5	90002	30000	1+0	6000		1410	
67441		3	41028	5	90002	30000	1+0	6000		1411	
67442		3	41029	5	90002	30000	1+0	6000		1412	
67443		3	41030	5	90002	30000	1+0	6000		1413	
67444		3	41031	5	90002	30000	1+0	6000		1414	
67445		3	41032	5	90002	30000	1+0	6000		1415	
67446		3	41033	5	90002	30000	1+0	6000		1416	
67447		3	41034	5	90002	30000	1+0	6000		1417	
67448		3	41035	5	90002	30000	1+0	6000		1418	
67449		3	41036	5	90002	30000	1+0	6000		1419	
67450		3	41037	5	90002	30000	1+0	6000		1420	
67451		3	41038	5	90002	30000	1+0	6000		1421	
67452		3	41039	5	90002	30000	1+0	6000		1422	
67453		3	41040	5	90002	30000	1+0	6000		1423	
67454		3	41041	5	90002	30000	1+0	6000		1424	
67455		3	41042	5	90002	30000	1+0	6000		1425	
67456		3	41043	5	90002	30000	1+0	6000		1426	
67457		3	41044	5	90002	30000	1+0	6000		1427	
67458		3	41045	5	90002	30000	1+0	6000		1428	
67459		3	41046	5	90002	30000	1+0	6000		1429	
67460		3	41047	5	90002	30000	1+0	6000		1430	
67461		3	41048	5	90002	30000	1+0	6000		1431	
67462		3	41049	5	90002	30000	1+0	6000		1432	
67463		3	41050	5	90002	30000	1+0	6000		1433	
67464		3	41051	5	90002	30000	1+0	6000		1434	
67465		3	41052	5	90002	30000	1+0	6000		1435	
67466		3	41053	5	90002	30000	1+0	6000		1436	
67467		3	41054	5	90002	30000	1+0	6000		1437	
67468		3	41055	5	90002	30000	1+0	6000		1438	
67469		3	41056	5	90002	30000	1+0	6000		1439	
67470		3	41057	5	90002	30000	1+0	6000		1440	
67471		3	41058	5	90002	30000	1+0	6000		1441	
67472		3	41059	5	90002	30000	1+0	6000		1442	
67473		3	41060	5	90002	30000	1+0	6000		1443	
67474		3	41101	5	90002	30000	1+0	6000		1444	
67475		3	41102	5	90002	30000	1+0	6000		1445	
67476		3	41103	5	90002	30000	1+0	6000		1446	
67477		3	41104	5	90002	30000	1+0	6000		1447	
67478		3	41105	5	90002	30000	1+0	6000		1448	
67479		3	41106	5	90002	30000	1+0	6000		1449	
67480		3	41107	5	90002	30000	1+0	6000		1450	
67481		3	41108	5	90002	30000	1+0	6000		1451	
67482		3	41109	5	90002	30000	1+0	6000		1452	
67483		3	41110	5	90002	30000	1+0	6000		1453	
67484		3	41111	5	90002	30000	1+0	6000		1454	
67485		3	41112	5	90002	30000	1+0	6000		1455	
67486		3	41113	5	90002	30000	1+0	6000		1456	
67487		3	41114	5	90002	30000	1+0	6000		1457	
67488		3	41115	5	90002	30000	1+0	6000		1458	
67489		3	41116	5	90002	30000	1+0	6000		1459	
67490		3	41117	5	90002	30000	1+0	6000		1460	
67491		3	41118	5	90002	30000	1+0	6000		1461	
67492		3	41119	5	90002	30000	1+0	6000		1462	
67493		3	41120	5	90002	30000	1+0	6000		1463	
67494		3	41121	5	90002	30000	1+0	6000		1464	
67495		3	41122	5	90002	30000	1+0	6000		1465	
67496		3	41123	5	90002	30000	1+0	6000		1466	
67497		3	41124	5	90002	30000	1+0	6000		1467	
67498		3	41125	5	90002	30000	1+0	6000		1468	
67499		3	41126	5	90002	30000	1+0	6000		1469	
67500		3	41127	5	90002	30000	1+0	6000		1470	
67501		3	41128	5	90002	30000	1+0	6000		1471	
67502		3	41129	5	90002	30000	1+0	6000		1472	
67503		3	41130	5	90002	30000	1+0	6000		1473	
80001		3	52011	1	90018	810	1+1	10000		1	1
80002		3	52012	1	90018	810	1+1	10000		1	1
80003		3	52013	1	90018	810	1+1	10000		1	1
80004		3	51011	1	90018	405	1+1	10000		1	1
80005		3	51012	1	90018	405	1+1	10000		1	1
80006		3	40045	10	90018	265	1+1	10000		1	1
80007		3	41000	20	90018	40	1+1	10000		1	1
80008		3	44015	1	90018	245	1+1	10000		1	1
80009		3	44016	1	90018	245	1+1	10000		1	1
80010		3	44017	1	90018	245	1+1	10000		1	1
80011		3	44018	1	90018	245	1+1	10000		1	1
80012		3	44019	1	90018	405	1+1	10000		1	1
80013		3	44010	1	90018	405	1+1	10000		1	1
80014		3	44011	1	90018	405	1+1	10000		1	1
80015		3	44012	1	90018	405	1+1	10000		1	1
80016		3	44013	1	90018	405	1+1	10000		1	1
80017		3	44014	1	90018	810	1+1	10000		1	1
80018		3	44007	1	90018	85	1+1	10000		1	1
80019		3	44049	1	90018	405	1+1	10000		1	1
80020		3	44008	1	90018	205	1+1	10000		1	1
80021		3	44006	1	90018	810	1+1	10000		1	1
80022		3	44005	1	90018	405	1+1	10000		1	1
